Quality,Block Size,Avg Compression Time,Avg Saving Time,Avg Opening Time,MSE,PSNR,Compressed Size
1,1,104.7366099357605,0.8854720592498779,124.94034147262573,113.79664485593136,27.56950903220417,1
1,2,36.488871335983276,1.7571709156036377,33.003334045410156,114.05171680759439,27.5597853382032,179
1,3,15.851620197296143,1.2253050804138184,13.808772802352905,100.11027723707267,28.126016967927846,143
1,4,9.159102201461792,1.1032235622406006,8.18778395652771,101.63068463598492,28.060555096508466,146
1,5,6.401592969894409,1.067169189453125,5.426042556762695,84.42581095434107,28.86605119913391,136
1,6,4.742443323135376,1.0273518562316895,3.972825765609741,87.6125048043543,28.705142640611633,142
1,7,3.8030009269714355,1.0253050327301025,3.3422250747680664,85.97200068810751,28.787233273750324,143
1,8,3.1111905574798584,0.6694607734680176,2.603637933731079,88.60231905665212,28.6563527170855,142
1,9,2.679953098297119,0.6612613201141357,2.162346124649048,84.36616024639622,28.86912077337921,140
1,10,2.3726584911346436,0.8713045120239258,1.8363633155822754,75.48837423750248,29.352002886198143,140
1,11,2.1842586994171143,0.6542787551879883,1.6995301246643066,72.39859480385836,29.533502238814357,138
1,12,1.9711627960205078,0.648296594619751,1.4761838912963867,70.9144486564339,29.623456301635294,135
1,13,1.886540174484253,0.6562426090240479,1.4047527313232422,70.43125537261126,29.65314931505269,131
1,14,2.267037868499756,0.696169376373291,1.8594613075256348,69.19940989097732,29.729779699109358,131
1,15,1.618743896484375,0.6592667102813721,1.2177963256835938,67.33518249313958,29.84838319375511,133
1,16,1.5918102264404297,0.6383211612701416,1.1001362800598145,66.40531805858626,29.908774997075152,132
1,17,1.557027816772461,0.6384737491607666,1.1193537712097168,65.20856838507571,29.98775695230099,130
1,18,1.438218355178833,0.6403143405914307,1.0183537006378174,65.55065700836474,29.965033119252947,131
1,19,1.4401822090148926,0.6718294620513916,1.0236799716949463,65.36360024879323,29.977443956005484,133
1,20,1.3544366359710693,0.6393218040466309,0.9526026248931885,65.18491675552139,29.989332456215937,130
1,21,1.3663766384124756,0.6722326278686523,0.9375345706939697,64.46132313983668,30.03781145226309,126
1,22,1.3324966430664062,0.6742258071899414,0.9355409145355225,64.17898079498116,30.05687544939685,128
1,23,1.333493947982788,0.678518533706665,0.9287595748901367,64.53474064752363,30.032867918178376,127
1,24,1.2556991577148438,0.668241024017334,0.8437831401824951,64.06746191645176,30.06442841457181,129
1,25,1.2537341117858887,0.6796283721923828,0.8780136108398438,64.60990580365998,30.0278125299568,127
1,26,1.2647054195404053,0.6731929779052734,0.8357930183410645,64.078816723699,30.063658773783835,126
1,27,1.2477023601531982,0.6882538795471191,0.8381659984588623,63.93685218706606,30.07329110093322,128
1,28,1.2098031044006348,0.6792051792144775,0.8128540515899658,63.69192594681942,30.089959793801164,128
1,29,1.3098363876342773,0.7233331203460693,0.9016163349151611,64.20610369966276,30.05504044994064,125
1,30,1.1748976707458496,0.6802012920379639,0.7789406776428223,64.08841897482311,30.06300802951801,125
1,31,1.2187814712524414,0.67122483253479,0.8268158435821533,63.964958951183625,30.071382353488865,127
1,32,1.1697313785552979,0.68064284324646,0.7688119411468506,64.08883896837598,30.062979568793327,127
1,33,1.166917085647583,0.6742169857025146,0.7679710388183594,64.1232593256133,30.060647718403022,127
1,34,1.186866044998169,0.6831943988800049,0.8288094997406006,64.22521573100575,30.053747891420137,128
1,35,1.1762158870697021,0.6831967830657959,0.7699642181396484,64.33510035417906,30.046323781311383,128
1,36,1.3285095691680908,0.7064275741577148,0.764331579208374,64.15272448216292,30.058652558476258,128
1,37,1.231745958328247,0.6881818771362305,0.8158450126647949,64.18781796559875,30.056277485674457,127
1,38,1.1649224758148193,0.7171058654785156,1.0061345100402832,64.33480873503935,30.046343467123563,127
1,39,1.6501173973083496,0.8238365650177002,0.745051383972168,64.14462242941215,30.059201077505083,126
1,40,1.1306135654449463,0.6806128025054932,0.7463459968566895,64.34769163691067,30.045473889178446,129
1,41,1.2019627094268799,0.6861538887023926,0.7980561256408691,64.351880982196,30.04519115171416,124
1,42,1.1507608890533447,0.7125651836395264,0.7315099239349365,64.13981497553395,30.05952658085288,126
1,43,1.185180425643921,0.6812427043914795,0.7899129390716553,64.38242040269787,30.04313061277301,127
1,44,1.1140258312225342,0.6961607933044434,0.7290740013122559,64.69727092012167,30.02194399354221,126
1,45,1.1444206237792969,0.6842591762542725,0.7181029319763184,64.42848305354427,30.040024547152726,126
1,46,1.1998646259307861,0.6941330432891846,0.7599906921386719,64.26406280995835,30.051121824446643,124
1,47,1.2028224468231201,0.6961603164672852,0.804872989654541,64.27393240015209,30.05045489190873,129
1,48,1.1240301132202148,0.6921710968017578,0.7190995216369629,64.3977659235932,30.042095597174967,129
1,49,1.116051435470581,0.6851911544799805,0.7210948467254639,64.65266326539046,30.02493941200769,127
1,50,1.1290154457092285,0.7071340084075928,0.7081277370452881,64.61817420072076,30.027256780893214,128
1,51,1.1300148963928223,0.6891791820526123,0.7320668697357178,64.57969571389606,30.029843664872814,127
1,52,1.103593111038208,0.6958167552947998,0.7096858024597168,64.60938197406269,30.02784774084636,129
1,53,1.1928484439849854,0.6861875057220459,0.7889142036437988,64.96662161938768,30.00390077605787,125
1,54,1.1379952430725098,0.6921706199645996,0.7021441459655762,64.761050014878,30.017664792181588,124
1,55,1.0951800346374512,0.6821978092193604,0.7161073684692383,64.76229449761952,30.01758133664861,126
1,56,1.1140565872192383,0.6911721229553223,0.7151098251342773,65.0766067207234,29.996554613616283,127
1,57,1.1073224544525146,0.678180456161499,0.7210934162139893,64.99785198869272,30.001813563000105,126
