Quality,Block Size,Avg Compression Time,Avg Saving Time,Avg Opening Time,MSE,PSNR,Compressed Size
1,1,0.9733974933624268,0.010970592498779297,1.122908353805542,98.296375,28.205428587684867,3
1,2,0.3420827388763428,0.014962911605834961,0.30219268798828125,98.249425,28.20750343500424,1
1,3,0.16060209274291992,0.011969566345214844,0.1406238079071045,101.206775,28.078707747808373,1
1,4,0.09371805191040039,0.010970592498779297,0.08078408241271973,91.3922,28.521712290455685,1
1,5,0.06482481956481934,0.009973287582397461,0.054853200912475586,89.429225,28.616008937260595,1
1,6,0.050864219665527344,0.009973287582397461,0.039922475814819336,82.4347,28.969702990943887,1
1,7,0.04089856147766113,0.008971214294433594,0.03191566467285156,82.2265,28.980685561132677,1
1,8,0.031966447830200195,0.005982398986816406,0.023935794830322266,74.49675,29.409430342653074,1
1,9,0.028954029083251953,0.005986213684082031,0.02197265625,69.154225,29.732616422485656,1
1,10,0.024935245513916016,0.0049839019775390625,0.016986370086669922,64.091275,30.062814495591343,1
1,11,0.023932695388793945,0.006983518600463867,0.01794743537902832,61.3352,30.253705751210255,1
1,12,0.02094411849975586,0.005953073501586914,0.014991044998168945,61.8505,30.2173714604807,1
1,13,0.020943880081176758,0.0069811344146728516,0.014962434768676758,58.109225,30.488352775555857,1
1,14,0.026927947998046875,0.006979465484619141,0.020943880081176758,71.30675,29.59949718126858,1
1,15,0.0199124813079834,0.005984306335449219,0.013996124267578125,59.72345,30.36935473524807,1
1,16,0.018944263458251953,0.005986928939819336,0.011967897415161133,60.9411,30.281700718014303,1
1,17,0.017920255661010742,0.006015777587890625,0.011966943740844727,62.8275,30.14930582033811,1
1,18,0.0189821720123291,0.006979465484619141,0.012966156005859375,62.123575,30.19823920925065,1
1,19,0.01895427703857422,0.005982160568237305,0.012965202331542969,59.23305,30.405162651665847,1
1,20,0.01596999168395996,0.004974365234375,0.011003732681274414,50.001575,31.140966764711713,1
1,21,0.017950057983398438,0.005985736846923828,0.012001514434814453,52.2339,30.95127907589854,1
